"","V.device.id","V.device.location","V.message","V.message1","V.route","V.bound","V.mile.post","V.source.type","V.start.time","V.end.time","V.duration","V.frames","V.lines.per.frame","V.intent","V.slow","V.caution","V.speed","V.canyon","V.select.location","V.select.message"
"1",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","SNOW REMOVAL THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">SNOW REMOVAL<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","tylerjharris",2020-01-03 09:13:00,2020-01-03 16:40:00,26820,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"2",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","SNOW REMOVAL THROUGH CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">SNOW REMOVAL<BR/><VTAB PIXELS=""3""/>THROUGH CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","calebbanks",2020-01-04 08:12:00,2020-01-04 17:00:00,31680,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"3",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","SNOW REMOVAL THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""30"" VALIGN=""middle"">SNOW REMOVAL<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","sfugate",2020-01-04 22:23:00,2020-01-05 03:49:00,19560,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"4",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS IN CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""30"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>IN CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","atclark",2020-01-05 13:21:00,2020-01-05 23:28:00,36420,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"5",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS THROUGH CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-05 23:28:00,2020-01-06 09:00:00,34320,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"6",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION WINTER DRIVING THRU CANYON REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","dfell",2020-01-08 08:58:00,2020-01-08 17:00:00,28920,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"7",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-09 03:39:00,2020-01-09 07:51:00,15120,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"8",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION WINTER DRIVING THRU CANYON REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","dfell",2020-01-09 07:51:00,2020-01-09 14:31:00,24000,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"9",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS THROUGH CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-09 20:14:00,2020-01-09 22:28:00,8040,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"10",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS THROUGH CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-09 22:28:00,2020-01-10 04:44:00,22560,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"11",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","SLICK ROADS POSSIBLE USE CAUTION SLICK ROADS POSSIBLE REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">SLICK ROADS<BR/><VTAB PIXELS=""3""/>POSSIBLE<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">SLICK ROADS<BR/><VTAB PIXELS=""3""/>POSSIBLE<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-10 04:44:00,2020-01-10 09:05:00,15660,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"12",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS IN CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""30"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>IN CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","atclark",2020-01-10 23:24:00,2020-01-11 06:00:00,23760,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"13",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","calebbanks",2020-01-11 08:42:00,2020-01-11 13:01:00,15540,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"14",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","calebbanks",2020-01-11 13:01:00,2020-01-12 10:12:00,76260,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"15",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","travispetersen",2020-01-12 12:53:00,2020-01-12 21:29:00,30960,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"16",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","travispetersen",2020-01-12 21:29:00,2020-01-13 02:17:00,17280,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"17",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","travispetersen",2020-01-13 02:17:00,2020-01-13 03:56:00,5940,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"18",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-13 05:03:00,2020-01-13 06:56:00,6780,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"19",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS THROUGH CANYON","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","swhitlock",2020-01-13 08:54:00,2020-01-13 20:45:00,42660,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"20",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","dfell",2020-01-14 10:56:00,2020-01-14 21:03:00,36420,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"21",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","dfell",2020-01-14 21:03:00,2020-01-14 23:56:00,10380,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"22",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","dfell",2020-01-14 23:57:00,2020-01-15 01:06:00,4140,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"23",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS THROUGH CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-15 01:06:00,2020-01-15 06:13:00,18420,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"24",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS THROUGH CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-15 06:13:00,2020-01-15 06:56:00,2580,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"25",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","dfell",2020-01-15 06:56:00,2021-08-19 07:36:00,50283600,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"26",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","SNOW REMOVAL THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">SNOW REMOVAL<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","calebbanks",2020-01-15 13:36:00,2020-01-15 17:30:00,14040,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"27",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-17 04:48:00,2020-01-17 05:50:00,3720,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"28",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","SLICK ROADS THRU CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">SLICK ROADS<BR/><VTAB PIXELS=""3""/>THRU CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","tylerjharris",2020-01-17 08:41:00,2020-01-17 13:02:00,15660,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"29",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","BLOWING SNOW THROUGH CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""30"" VALIGN=""middle"">BLOWING SNOW<BR/><VTAB PIXELS=""3""/>THROUGH CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","ndunbeck",2020-01-17 13:51:00,2020-01-17 16:18:00,8820,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"30",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING THROUGH CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>THROUGH CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","ngogo",2020-01-22 00:30:00,2020-01-22 10:30:00,36000,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"31",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS IN CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""30"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>IN CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","atclark",2020-01-26 21:38:00,2020-01-27 00:10:00,9120,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"32",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-27 00:10:00,2020-01-27 09:18:00,32880,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"33",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS REDUCE SPEED","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>REDUCE SPEED</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","INTERNAL",2020-01-27 09:18:00,2020-01-27 09:18:00,0,2,3,"weather",FALSE,TRUE,TRUE,"Sardine","true","true"
"34",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER CONDITION IN CANYON USE CAUTION   ","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER CONDITION<BR/><VTAB PIXELS=""3""/>IN CANYON<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","kwilding",2020-01-28 22:19:00,2020-01-29 00:48:00,8940,1,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"35",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS THROUGH CANYON WINTER DRIVING CONDITIONS USE CAUTION","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-29 00:48:00,2020-01-29 08:06:00,26280,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
"36",100006,"US-89/91 / 1100 S @ Michelle Dr / MP 2.26, BRC","WINTER DRIVING CONDITIONS USE CAUTION WINTER DRIVING CONDITIONS THROUGH CANYON","<TEXT_MESSAGE BEACON=""0"" FONT=""6""><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>USE CAUTION</PHASE><PHASE HALIGN=""center"" PHASEOFF=""0"" PHASEON=""50"" VALIGN=""middle"">WINTER DRIVING<BR/><VTAB PIXELS=""3""/>CONDITIONS<BR/><VTAB PIXELS=""3""/>THROUGH CANYON</PHASE></TEXT_MESSAGE>","US-89/91","/","2.26","lbradshaw",2020-01-30 03:08:00,2020-01-30 06:21:00,11580,2,3,"weather",FALSE,TRUE,FALSE,"Sardine","true","true"
